customerID,total_sales,customer_class
46500,2604.15,a
61175,2602.4,a
19289,2601.85,a
13860,2600.65,a
20433,2600.4,a
8113,2598.1,a
7591,2595.65,a
31219,2595.3,a
14292,2592.85,a
43420,2591.75,a
26914,2590.0,a
6777,2577.4,a
46848,2573.63,a
1273,2572.6,a
37631,2572.6,a
46509,2570.8,a
20153,2569.25,a
26665,2568.3,a
19412,2568.2,a
63501,2558.7,a
53129,2558.7,a
46609,2556.2,a
7733,2552.8,a
47977,2549.0,a
45580,2547.7,a
19844,2546.45,a
13381,2546.2,a
25730,2536.3,a
49695,2531.5,a
53000,2530.0,a
52392,2529.3,a
46403,2529.05,a
63101,2528.4,a
8223,2525.15,a
25819,2524.2,a
7598,2522.7,a
57612,2521.5,a
7024,2521.45,a
37358,2513.98,a
21690,2511.1,a
3858,2510.75,a
16070,2506.95,a
18719,2504.4,a
31185,2503.1,a
26220,2502.1,a
20627,2501.35,a
66621,2501.0,a
8383,2498.8,a
18930,2498.05,a
28779,2497.5,a
651,2497.5,a
27382,2490.1,a
364,2486.25,a
27899,2482.0,a
53297,2480.95,a
37332,2477.4,a
16376,2476.5,a
4103,2475.35,a
3138,2472.0,a
12383,2467.9,a
70813,2465.95,a
68552,2463.8,a
46632,2462.45,a
20883,2459.2,a
24116,2457.75,a
5968,2455.85,a
8954,2448.0,a
10522,2442.9,a
16195,2442.5,a
13242,2438.7,a
51380,2436.8,a
1046,2435.6,a
5713,2434.6,a
26336,2434.0,a
50961,2433.3,a
53951,2432.45,a
64542,2431.8,a
8097,2431.05,a
1807,2422.05,a
11929,2419.35,a
58573,2417.4,a
12670,2415.15,a
12083,2415.05,a
26133,2413.9,a
56735,2412.45,a
63007,2410.5,a
35534,2408.6,a
37587,2408.55,a
49015,2408.4,a
19598,2406.9,a
59741,2402.3,a
9500,2402.05,a
15313,2401.85,a
29510,2401.0,a
12692,2400.7,a
57877,2398.4,a
34116,2396.85,a
14535,2396.0,a
7195,2391.35,a
7360,2383.4,a
52124,2378.2,a
12849,2377.5,a
18975,2375.2,a
47538,2372.6,a
14201,2372.55,a
13648,2372.55,a
15581,2368.55,a
21421,2366.9,a
68808,2366.4,a
6214,2361.65,a
49644,2361.6,a
26307,2360.05,a
47692,2357.5,a
49988,2349.4,a
75848,2349.1,a
49660,2347.3,a
30781,2345.8,a
2231,2342.1,a
9065,2342.0,a
53628,2337.15,a
61283,2336.4,a
37191,2335.1,a
9735,2334.35,a
25045,2331.3,a
30188,2330.2,a
12159,2329.5,a
2948,2327.9,a
18378,2325.6,a
53704,2324.35,a
38529,2323.3,a
56385,2320.6,a
44611,2319.7,a
21020,2319.4,a
15848,2318.6,a
47118,2318.55,a
73100,2318.3,a
4216,2315.8,a
63754,2315.0,a
12434,2313.9,a
56299,2313.9,a
1311,2313.65,a
21919,2313.5,a
35748,2311.4,a
48544,2309.8,a
50363,2309.05,a
28556,2307.4,a
2901,2305.5,a
39082,2299.6,a
20141,2297.45,a
28064,2296.75,a
6517,2293.5,a
19215,2286.5,a
16496,2285.4,a
5479,2284.9,a
15927,2281.5,a
16541,2278.5,a
71574,2276.65,a
62249,2276.35,a
60037,2271.35,a
28797,2270.95,a
71889,2269.4,a
64328,2268.8,a
50846,2268.5,a
6202,2267.75,a
14117,2267.65,a
2601,2266.9,a
40305,2264.1,a
15635,2259.9,a
53458,2255.7,a
3272,2255.35,a
53514,2255.1,a
51058,2252.8,a
48225,2252.55,a
16978,2250.8,a
58399,2248.1,a
18715,2246.3,a
202,2241.8,a
5035,2240.55,a
19091,2234.1,a
19066,2231.9,a
8309,2230.75,a
43634,2228.75,a
32160,2227.65,a
11751,2225.9,a
52828,2223.3,a
60206,2222.75,a
15314,2222.65,a
10277,2215.95,a
54886,2213.55,a
48755,2212.4,a
1879,2212.35,a
41867,2210.6,a
19390,2209.5,a
1507,2207.8,a
2013,2205.15,a
11710,2202.5,a
4734,2198.7,a
8315,2198.1,a
43726,2197.0,a
17870,2196.75,a
27630,2196.4,a
6819,2195.85,a
18408,2195.4,a
4121,2192.55,a
1742,2192.1,a
469,2191.1,a
2590,2188.05,a
22024,2187.3,a
26666,2184.2,a
13378,2183.75,a
51975,2183.45,a
63949,2181.3,a
7414,2179.2,a
17764,2178.3,a
13490,2177.7,a
13269,2177.0,a
52482,2174.8,a
36270,2174.3,a
55553,2174.1,a
15655,2172.3,a
45549,2171.0,a
14489,2170.85,a
43055,2170.0,a
57643,2168.2,a
66604,2168.0,a
36138,2167.0,a
72345,2166.9,a
13260,2164.4,a
38488,2160.3,a
24125,2158.4,a
40507,2156.9,a
1163,2154.9,a
33548,2154.65,a
28058,2154.05,a
56412,2153.15,a
56599,2152.3,a
19537,2152.0,a
21786,2151.2,a
15061,2151.15,a
12045,2147.55,a
998,2144.75,a
72474,2142.15,a
13960,2140.8,a
33199,2140.0,a
42595,2139.9,a
52838,2138.2,a
15074,2138.1,a
6673,2136.65,a
15634,2136.55,a
12964,2136.2,a
14606,2135.7,a
33038,2135.65,a
44699,2133.2,a
20118,2128.8,a
51636,2127.0,a
8902,2126.6,a
46573,2126.25,a
3492,2124.5,a
19917,2124.45,a
20317,2124.4,a
17750,2124.38,a
18846,2121.8,a
12002,2121.5,a
5754,2120.85,a
8301,2118.6,a
10015,2117.9,a
59712,2116.3,a
8533,2116.15,a
1831,2115.5,a
45530,2113.9,a
62086,2112.65,a
29128,2108.4,a
50022,2108.0,a
36237,2108.0,a
55434,2107.4,a
18812,2105.0,a
32784,2103.0,a
47392,2102.25,a
1059,2102.0,a
52130,2098.35,a
52664,2098.2,a
16829,2098.1,a
25466,2094.7,a
38981,2094.0,a
53671,2093.95,a
3443,2093.5,a
13819,2093.3,a
10906,2093.1,a
3323,2091.7,a
22001,2089.9,a
68284,2089.6,a
17837,2088.7,a
24483,2088.35,a
14555,2088.3,a
49558,2088.1,a
44862,2085.65,a
21027,2084.3,a
52197,2082.9,a
15930,2082.5,a
47990,2082.15,a
48699,2081.2,a
62403,2079.3,a
57742,2079.25,a
54845,2078.75,a
16066,2078.45,a
56789,2075.9,a
62412,2074.8,a
2928,2072.3,a
4003,2071.9,a
43671,2068.2,a
1304,2067.75,a
13581,2065.35,a
75495,2065.0,a
5666,2063.6,a
20783,2063.6,a
49771,2063.55,a
23935,2063.1,a
61254,2062.9,a
43850,2062.3,a
56424,2059.1,a
69263,2058.5,a
75012,2057.9,a
2653,2057.85,a
49744,2056.8,a
6773,2054.85,a
34031,2052.7,a
31082,2052.5,a
69500,2047.2,a
4111,2046.5,a
46670,2041.9,a
2922,2039.25,a
47966,2038.9,a
26280,2038.5,a
14127,2038.0,a
34710,2037.85,a
6050,2037.8,a
6578,2037.45,a
29580,2037.4,a
8843,2036.8,a
49651,2035.6,a
42324,2034.5,a
8727,2034.3,a
50364,2032.45,a
48537,2028.4,a
29509,2027.9,a
17103,2027.4,a
20007,2023.4,a
16281,2022.4,a
53284,2021.25,a
56944,2019.5,a
14584,2017.95,a
26854,2015.0,a
41136,2014.4,a
61649,2011.55,a
8346,2007.5,a
7877,2005.85,a
9865,2005.7,a
45356,2005.6,a
17989,2005.45,a
55824,2004.7,a
28929,2004.5,a
24702,2003.1,a
55790,2001.9,a
7969,2001.1,a
3388,1999.8,a
47496,1998.6,a
15559,1998.5,a
27660,1997.6,a
60431,1996.95,a
55279,1996.55,a
47635,1996.5,a
7390,1992.7,a
7410,1992.5,a
1873,1992.5,a
1882,1989.8,a
5501,1988.9,a
4893,1988.5,a
36489,1988.2,a
17672,1988.1,a
2012,1987.95,a
22040,1986.65,a
36779,1986.2,a
14723,1982.25,a
54238,1980.7,a
21873,1978.7,a
49279,1977.55,a
58168,1976.7,a
46417,1971.7,a
19110,1971.0,a
14311,1970.4,a
57567,1969.8,a
3707,1969.05,a
54918,1968.7,a
29506,1967.7,a
60902,1966.95,a
18802,1961.7,a
2579,1960.15,a
37286,1958.35,a
48692,1957.6,a
7813,1956.9,a
11526,1956.1,a
11160,1953.9,a
6663,1953.55,a
39233,1952.75,a
51088,1952.1,a
3892,1951.2,a
37360,1949.85,a
60495,1949.35,a
50518,1948.95,a
6293,1948.6,a
22111,1947.7,a
41624,1947.7,a
18195,1946.8,a
25267,1946.3,a
49871,1945.1,a
55800,1944.9,a
55614,1944.8,a
15989,1941.4,a
2774,1941.3,a
52098,1941.1,a
25017,1938.9,a
8100,1938.4,a
50903,1938.1,a
32276,1937.8,a
21182,1937.5,a
2695,1937.45,a
30502,1937.2,a
8927,1936.9,a
12205,1935.2,a
58467,1933.8,a
39035,1933.65,a
3580,1933.2,a
36291,1931.4,a
3112,1928.5,a
7290,1927.95,a
3417,1926.2,a
47935,1924.35,a
23840,1924.0,a
2384,1923.7,a
14943,1923.5,a
590,1920.8,a
24457,1919.8,a
46922,1917.8,a
12133,1917.3,a
1899,1917.05,a
49479,1916.1,a
6149,1915.6,a
25044,1912.95,a
46834,1912.95,a
8393,1910.6,a
126,1907.95,a
47340,1907.7,a
8867,1907.35,a
17429,1903.3,a
24294,1902.05,a
37703,1901.4,a
26792,1899.1,a
46320,1898.95,a
12991,1898.8,a
49123,1898.7,a
58846,1898.7,a
18677,1897.8,a
24123,1896.65,a
70110,1896.6,a
3459,1896.3,a
9828,1895.6,a
26986,1893.6,a
34470,1892.7,a
38422,1892.6,a
52518,1892.4,a
21279,1889.6,a
37704,1888.4,a
48702,1888.2,a
7916,1888.0,a
65655,1887.7,a
65588,1887.5,a
49798,1886.7,a
21251,1883.5,a
76422,1883.4,a
30031,1883.15,a
60226,1883.0,a
2665,1882.5,a
15397,1881.3,a
14826,1879.1,a
11513,1879.0,a
14202,1878.0,a
8244,1877.7,a
14658,1877.3,a
25416,1876.9,a
73749,1876.5,a
49026,1876.4,a
25831,1875.95,a
13314,1875.85,a
46623,1872.25,a
57100,1871.6,a
37110,1871.1,a
3444,1870.9,a
4990,1867.4,a
14567,1867.2,a
27181,1864.4,a
59268,1863.0,a
15368,1858.7,a
59372,1858.1,a
61750,1857.8,a
716,1857.7,a
8435,1857.25,a
7285,1857.1,a
16973,1857.1,a
48923,1856.6,a
22169,1853.85,a
2800,1853.5,a
8172,1852.8,a
2926,1850.7,a
18826,1848.0,a
47932,1848.0,a
12608,1847.8,a
50011,1843.8,a
9175,1843.35,a
27379,1840.05,a
7407,1840.0,a
54356,1839.7,a
19735,1839.5,a
19430,1839.0,a
68749,1838.5,a
12088,1837.5,a
67418,1837.4,a
25585,1837.1,a
1295,1836.45,a
51728,1836.3,a
9276,1834.55,a
54266,1833.5,a
11508,1832.5,a
12029,1832.45,a
49745,1832.4,a
48,1831.1,a
53181,1831.0,a
46316,1830.7,a
27691,1830.0,a
19396,1828.85,a
31442,1828.55,a
49837,1828.15,a
47841,1827.65,a
47405,1827.55,a
1134,1827.4,a
46284,1827.0,a
37431,1826.9,a
46754,1824.85,a
5467,1824.3,a
4808,1822.1,a
45257,1821.9,a
54057,1821.8,a
28877,1821.7,a
22078,1820.3,a
18053,1818.9,a
35252,1818.9,a
71034,1818.5,a
12717,1818.5,a
46246,1818.1,a
40595,1818.0,a
53988,1817.8,a
6474,1817.45,a
19874,1816.3,a
3827,1814.7,a
33205,1814.5,a
53350,1813.8,a
59908,1813.6,a
32081,1813.25,a
43999,1812.6,a
54134,1812.55,a
36303,1812.5,a
44933,1810.3,a
50388,1809.3,a
52279,1809.2,a
29804,1809.2,a
42621,1808.95,a
59901,1808.5,a
48072,1808.25,a
59945,1808.0,a
8608,1807.75,a
58783,1807.75,a
51132,1807.7,a
55779,1806.3,a
4127,1805.8,a
26698,1802.2,a
56823,1799.2,a
114,1798.35,a
23049,1797.6,a
73142,1797.4,a
27158,1797.2,a
54347,1797.2,a
8200,1797.1,a
20723,1795.55,a
29674,1794.8,a
54390,1793.6,a
7572,1793.05,a
1162,1792.75,a
45591,1792.6,a
47625,1792.55,a
37803,1792.45,a
25374,1792.4,a
4983,1791.6,a
10341,1788.5,a
18689,1788.3,a
10996,1787.3,a
19518,1787.2,a
9914,1786.9,a
1339,1786.48,a
9466,1785.05,a
31565,1783.0,a
46381,1782.6,a
25955,1782.3,a
59551,1781.9,a
28845,1780.85,a
11139,1780.3,a
5831,1780.0,a
22545,1779.3,a
14360,1779.1,a
10399,1778.65,a
13045,1778.6,a
37525,1777.75,a
42235,1777.6,a
47202,1776.2,a
22810,1775.4,a
2161,1774.63,a
49055,1773.6,a
2946,1773.1,a
28728,1771.0,a
52809,1770.2,a
64030,1769.3,a
56502,1769.1,a
59654,1769.05,a
47460,1768.8,a
68472,1767.9,a
66815,1767.9,a
30564,1767.6,a
23320,1767.55,a
39241,1767.2,a
49805,1766.9,a
63904,1765.7,a
55041,1765.6,a
41519,1765.1,a
70039,1762.25,a
75130,1758.6,a
55372,1758.4,a
17544,1758.3,a
43053,1756.95,a
63942,1754.5,a
13376,1754.1,a
16535,1753.0,a
3933,1752.7,a
14689,1752.6,a
25602,1752.45,a
13495,1750.1,a
3432,1750.0,a
6181,1749.6,a
1119,1749.0,a
6904,1748.08,a
59477,1748.05,a
25968,1747.9,a
8813,1746.1,a
10338,1745.25,a
5288,1743.3,a
27106,1742.7,a
3060,1742.0,a
70838,1741.7,a
15963,1741.35,a
52497,1741.3,a
19457,1740.75,a
19911,1740.35,a
71981,1740.15,a
56626,1739.5,a
5493,1738.85,a
66144,1738.85,a
61723,1738.75,a
11539,1738.35,a
10659,1738.35,a
4176,1738.3,a
155,1738.1,a
9494,1738.1,a
71806,1737.9,a
73402,1737.7,a
65881,1737.4,a
46354,1736.75,a
1084,1736.7,a
47294,1735.5,a
2275,1734.7,a
40364,1732.95,a
8827,1732.85,a
286,1732.7,a
41999,1731.75,a
20552,1731.45,a
47232,1730.18,a
22213,1729.7,a
8851,1728.3,a
16304,1728.1,a
62408,1728.1,a
2718,1727.55,a
6840,1726.9,a
2657,1726.7,a
34098,1726.6,a
5025,1725.75,a
70359,1724.2,a
42536,1723.1,a
50659,1723.0,a
11145,1722.75,a
14949,1722.45,a
17595,1721.8,a
31522,1720.8,a
20897,1719.85,a
2529,1718.65,a
67965,1718.1,a
54398,1717.9,a
16434,1717.6,a
19890,1717.3,a
14447,1717.1,a
50587,1715.0,a
54314,1713.8,a
44618,1713.45,a
15537,1713.4,a
12507,1713.3,a
43342,1713.15,a
6970,1712.95,a
16730,1712.85,a
37244,1712.8,a
14696,1712.7,a
16571,1712.5,a
9010,1712.2,a
26984,1712.1,a
1577,1709.8,a
48366,1708.75,a
55226,1708.7,a
7511,1708.7,a
23688,1708.3,a
76598,1707.8,a
26580,1707.7,a
23037,1706.35,a
41194,1706.3,a
2997,1706.2,a
35630,1705.95,a
2932,1705.0,a
34026,1703.6,a
10647,1703.05,a
63452,1703.0,a
33699,1702.2,a
37364,1701.9,a
7422,1701.6,a
29889,1700.9,a
18547,1700.45,a
55127,1700.1,a
25958,1699.5,a
26490,1698.5,a
1010,1698.4,a
6022,1698.35,a
6812,1698.1,a
41216,1697.7,a
30482,1695.5,a
54928,1695.0,a
59546,1694.3,a
33721,1694.05,a
47759,1693.3,a
53394,1690.8,a
5015,1690.7,a
56227,1690.6,a
40310,1690.45,a
29967,1688.9,a
64658,1688.75,a
27721,1688.7,a
8349,1688.5,a
46933,1688.0,a
40378,1687.8,a
27969,1687.7,a
1491,1687.4,a
7983,1687.1,a
16459,1686.1,a
15447,1685.75,a
71559,1685.6,a
19271,1685.6,a
53596,1682.2,a
565,1681.8,a
70795,1679.3,a
25952,1678.5,a
35462,1678.35,a
48820,1678.1,a
11803,1678.0,a
15475,1677.8,a
75068,1677.3,a
6301,1676.6,a
10694,1676.2,a
29473,1675.0,a
52207,1674.9,a
232,1674.5,a
58871,1673.5,a
12732,1673.3,a
49101,1673.25,a
42345,1672.55,a
55209,1672.45,a
11429,1672.15,a
57800,1672.05,a
22230,1667.9,a
41795,1667.6,a
39905,1666.4,a
6616,1666.35,a
60395,1666.2,a
1729,1664.4,a
68647,1662.6,a
50703,1662.2,a
76195,1661.95,a
2955,1659.65,a
29279,1659.2,a
34500,1659.2,a
10565,1658.8,a
14285,1658.7,a
42026,1658.1,a
2205,1658.1,a
4602,1657.8,a
62632,1657.75,a
60303,1657.55,a
19171,1657.5,a
20651,1656.5,a
47008,1656.35,a
3913,1652.8,a
49020,1652.6,a
76650,1652.4,a
6436,1652.25,a
63359,1650.6,a
51178,1650.0,a
13393,1648.5,a
30020,1647.95,a
11977,1647.9,a
977,1647.6,a
23251,1647.4,a
4676,1646.75,a
54982,1646.7,a
55419,1646.6,a
35017,1645.75,a
22175,1645.3,a
75611,1643.75,a
8078,1643.7,a
11613,1642.95,a
15549,1642.35,a
61857,1642.25,a
16931,1642.05,a
55213,1641.75,a
75111,1641.6,a
51388,1640.6,a
61153,1640.2,a
7083,1640.0,a
49181,1639.5,a
6233,1639.1,a
8834,1638.45,a
26263,1637.95,a
61360,1637.85,a
18906,1637.35,a
16334,1637.1,a
24459,1636.95,a
24003,1636.4,a
52507,1635.1,a
4358,1635.1,a
41467,1634.8,a
941,1633.9,a
53927,1633.5,a
66240,1633.1,a
21256,1633.0,a
18942,1632.7,a
35427,1632.45,a
54217,1632.1,a
9563,1631.9,a
18913,1630.5,a
55819,1630.0,a
60,1629.0,a
26750,1628.9,a
30465,1628.8,a
6131,1628.5,a
32254,1627.3,a
15055,1625.8,a
26424,1625.7,a
35284,1625.05,a
46464,1624.6,a
2194,1623.4,a
1375,1623.2,a
42071,1623.15,a
32411,1622.0,a
8341,1622.0,a
49801,1621.65,a
7779,1621.5,a
7681,1620.8,a
23156,1619.85,a
56047,1618.8,a
67268,1618.7,a
23253,1618.5,a
60669,1618.0,a
53131,1616.2,a
70269,1615.75,a
36306,1614.8,a
63790,1613.7,a
57548,1613.4,a
33612,1613.1,a
7325,1612.9,a
50219,1612.0,a
4901,1609.9,a
13352,1609.3,a
34910,1609.25,a
27030,1608.85,a
7514,1608.8,a
46575,1608.4,a
60078,1608.2,a
5330,1608.15,a
59404,1608.0,a
63227,1607.9,a
33016,1607.75,a
33962,1607.2,a
67213,1607.05,a
8277,1606.85,a
67239,1606.5,a
50491,1606.15,a
52323,1605.9,a
25695,1605.6,a
42121,1604.85,a
26742,1604.6,a
3392,1604.4,a
63019,1603.25,a
6894,1602.65,a
54512,1602.25,a
51306,1601.9,a
14738,1599.8,a
53388,1599.3,a
56472,1599.1,a
49991,1599.0,a
48199,1598.8,a
22880,1598.75,a
51815,1598.7,a
19706,1598.4,a
62166,1598.2,a
48931,1597.9,a
15734,1597.6,a
63446,1597.6,a
26385,1597.5,a
20689,1597.5,a
9218,1597.2,a
20084,1597.1,a
6923,1596.6,a
21253,1594.9,a
53385,1594.8,a
58332,1593.4,a
50477,1593.35,a
34006,1593.25,a
13068,1592.25,a
21351,1592.2,a
47631,1591.8,a
71764,1591.2,a
7368,1590.4,a
1820,1589.9,a
42372,1589.6,a
12328,1588.65,a
6333,1588.4,a
7317,1588.25,a
36824,1588.0,a
54133,1587.8,a
58673,1586.6,a
55554,1586.5,a
14614,1586.2,a
14978,1583.95,a
11488,1582.1,a
63130,1581.5,a
58715,1579.3,a
67440,1578.9,a
491,1578.3,a
6830,1577.8,a
50507,1577.8,a
16869,1577.4,a
10680,1577.1,a
33023,1576.95,a
49734,1576.7,a
27986,1576.65,a
21112,1576.1,a
47862,1575.8,a
24303,1575.15,a
47186,1574.7,a
57588,1574.7,a
15659,1574.15,a
61719,1573.85,a
1486,1573.75,a
7694,1573.75,a
59842,1573.2,a
57161,1573.0,a
26921,1572.4,a
49603,1569.1,a
62108,1569.1,a
61004,1569.0,a
43594,1568.9,a
17964,1568.3,a
5632,1568.3,a
6871,1568.3,a
50452,1568.15,a
50883,1567.6,a
51420,1565.9,a
37672,1565.8,a
53743,1565.8,a
21961,1565.8,a
20813,1565.7,a
15969,1564.1,a
3530,1563.65,a
56157,1563.55,a
40296,1562.65,a
4997,1561.7,a
2542,1561.1,a
45826,1560.7,a
11737,1560.2,a
61819,1559.85,a
14589,1559.7,a
48945,1559.4,a
24484,1559.3,a
1133,1559.0,a
1440,1558.95,a
16233,1558.9,a
55364,1558.7,a
75103,1558.4,a
22782,1558.2,a
40872,1558.1,a
28904,1557.7,a
54580,1557.45,a
24464,1556.85,a
52379,1556.4,a
58451,1555.9,a
29980,1554.1,a
437,1553.6,a
56758,1552.8,a
24150,1551.05,a
5208,1551.05,a
52162,1549.1,a
55847,1548.8,a
24388,1548.8,a
4158,1548.1,a
72417,1548.05,a
33848,1548.0,a
13172,1547.4,a
59016,1547.4,a
58046,1545.7,a
50911,1544.8,a
57832,1543.65,a
48568,1543.3,a
1248,1543.2,a
25957,1542.9,a
50691,1542.15,a
58487,1542.1,a
717,1541.6,a
57061,1541.4,a
43452,1541.35,a
59992,1540.0,a
